dataset,max_voc_size,tokenizer,vectorizer,classifier,remove_urls,remove_symbols,split_sentences,lower,lemmatize,stemmatize,train_size,test_size,voc_size,train_coverage,test_coverage,f1_micro,f1_macro,f1_weighted,pca_explained_variance_ratio,duration
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","mlp",False,False,True,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9115909090909091,0.9038018766667427,0.9044079864098875,0.0702001079916954,0.49800753593444824
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lda",False,False,True,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9552272727272727,0.9571873879588039,0.9569533455264359,0.34026291966438293,0.6689999103546143
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lr",False,False,True,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9570454545454545,0.9578403723813257,0.9577196839314918,0.34026291966438293,0.7113425731658936
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","nb",False,False,True,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9438636363636363,0.9470620417540316,0.9459134392959454,0.3402629792690277,0.6029973030090332
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","rf",False,False,True,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9718181818181818,0.9726670928421771,0.972493939536718,0.34026291966438293,0.7060072422027588
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","svm",False,False,True,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9643181818181819,0.9652319890388701,0.9651149375815065,0.34026291966438293,43.16254544258118
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","mlp",False,False,True,False,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9702272727272727,0.9706682226609679,0.9704861830796182,0.340262770652771,0.46900177001953125
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","knn",False,False,True,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9677272727272728,0.9684652055034437,0.9685971193750422,0.16730263829231262,4.593004941940308
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","svm",False,False,True,False,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9177272727272727,0.9116786179025582,0.913017189086216,0.07020007818937302,51.17754364013672
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","dt",False,False,True,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9336363636363636,0.9336418159644648,0.9335919025082963,0.16730263829231262,0.4239974021911621
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lr",False,False,True,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9765909090909091,0.976949918914659,0.976951207437436,0.1673026829957962,0.6450037956237793
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lda",False,False,True,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9745454545454545,0.9752027569805152,0.9752684512389064,0.16730262339115143,0.5630033016204834
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","nb",False,False,True,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9463636363636364,0.9425004045365237,0.9432845953915644,0.16730262339115143,0.5319986343383789
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","rf",False,False,True,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9779545454545454,0.9785620565489771,0.9785617347591661,0.1673026829957962,0.8230056762695312
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","dt",False,False,True,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9488636363636364,0.9489504951613448,0.948782600693815,0.17517437040805817,0.562000036239624
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","mlp",False,False,True,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9790909090909091,0.9792034162987849,0.9792172010422519,0.16730263829231262,0.7329986095428467
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","knn",False,False,True,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9390909090909091,0.9403186536775507,0.9402699291604932,0.1751742959022522,3.3810019493103027
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lda",False,False,True,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9697727272727272,0.9715254739458213,0.971224880430887,0.17517432570457458,0.7839994430541992
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lr",False,False,True,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9704545454545455,0.9710104526435388,0.970849333464721,0.1751742959022522,0.52699875831604
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","nb",False,False,True,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.97,0.9705241809174545,0.9706406417034869,0.1751742959022522,0.638002872467041
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","rf",False,False,True,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9775,0.9778748327441037,0.9779242979060142,0.17517432570457458,0.8100032806396484
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","svm",False,False,True,False,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9772727272727273,0.977679024731085,0.9776265978622719,0.1673026978969574,48.3480007648468
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","mlp",False,False,True,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9761363636363637,0.9761882179676465,0.9762397526839613,0.1751742959022522,0.6190333366394043
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","dt",False,False,False,True,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.8909090909090909,0.8869071342817101,0.888211259840684,0.07020004838705063,0.5529980659484863
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","knn",False,False,False,True,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.8922727272727272,0.8934365450223836,0.8947934115865864,0.07020004838705063,3.4680027961730957
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","lda",False,False,False,True,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9090909090909091,0.9104273415582167,0.9116670576777285,0.07020009309053421,0.7860031127929688
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","lr",False,False,False,True,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9156818181818182,0.9112433948033432,0.9125422746356692,0.07020007818937302,0.5239996910095215
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","nb",False,False,False,True,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.8740909090909091,0.8582867232877739,0.8621472830817123,0.07020004838705063,0.6119914054870605
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","rf",False,False,False,True,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9213636363636364,0.9152779165229774,0.9165620797282812,0.07020006328821182,0.863006591796875
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","svm",False,False,True,False,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9738636363636364,0.9743684263353714,0.9743199151945524,0.17517432570457458,46.54700541496277
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","mlp",False,False,False,True,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9143181818181818,0.9078235910815909,0.9090671934898014,0.07020007818937302,0.5120015144348145
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","dt",False,False,False,True,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9336363636363636,0.9341670607172095,0.9334811555700538,0.34026291966438293,0.6510014533996582
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","knn",False,False,False,True,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.951590909090909,0.952449547634327,0.9523975719054573,0.3402629792690277,4.304999113082886
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lda",False,False,False,True,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9552272727272727,0.9571873879588039,0.9569533455264359,0.34026291966438293,0.5149984359741211
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lr",False,False,False,True,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9570454545454545,0.9578403723813257,0.9577196839314918,0.340262770652771,0.5929954051971436
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","nb",False,False,False,True,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9438636363636363,0.9470620417540316,0.9459134392959454,0.3402629792690277,0.7060046195983887
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","rf",False,False,False,True,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9740909090909091,0.9748322850760567,0.9746160879228025,0.34026291966438293,0.6939942836761475
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","mlp",False,False,False,True,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9720454545454545,0.972516034831298,0.9723947726496133,0.34026283025741577,0.47500014305114746
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","svm",False,False,False,True,False,False,17600,4400,2000,0.9920739198721574,0.9915888961315736,0.9643181818181819,0.9652319890388701,0.9651149375815065,0.34026291966438293,42.62699794769287
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","knn",False,False,False,True,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9677272727272728,0.9684652055034437,0.9685971193750422,0.1673026829957962,3.3330018520355225
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"word","token-count","svm",False,False,False,True,False,False,17600,4400,2000,0.4035276488230173,0.3979526688576852,0.9177272727272727,0.9116786179025582,0.913017189086216,0.07020004838705063,51.824991941452026
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","dt",False,False,False,True,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9379545454545455,0.9380089826480933,0.9379697223450586,0.1673026829957962,0.4869978427886963
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lda",False,False,False,True,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9745454545454545,0.9752027569805152,0.9752684512389064,0.1673026978969574,0.6890051364898682
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","lr",False,False,False,True,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9765909090909091,0.976949918914659,0.976951207437436,0.16730263829231262,0.5559945106506348
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","nb",False,False,False,True,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9463636363636364,0.9425004045365237,0.9432845953915644,0.1673026829957962,0.5480029582977295
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","rf",False,False,False,True,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9775,0.9780437609505906,0.9780368270336509,0.16730263829231262,0.7709982395172119
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","dt",False,False,False,True,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9470454545454545,0.9472751372922924,0.9470982954233351,0.17517437040805817,0.5540087223052979
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","mlp",False,False,False,True,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9793181818181819,0.9794257296009296,0.9794439417699401,0.16730263829231262,0.7389984130859375
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","knn",False,False,False,True,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9390909090909091,0.9403186536775507,0.9402699291604932,0.1751742959022522,3.1180028915405273
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lda",False,False,False,True,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9697727272727272,0.9715254739458213,0.971224880430887,0.17517432570457458,0.6500012874603271
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","lr",False,False,False,True,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9704545454545455,0.9710104526435388,0.970849333464721,0.17517437040805817,0.5200095176696777
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","nb",False,False,False,True,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.97,0.9705241809174545,0.9706406417034869,0.17517432570457458,0.5860066413879395
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","rf",False,False,False,True,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9775,0.9778172395853296,0.9778774882697457,0.1751742959022522,0.775996208190918
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"bigram","token-count","svm",False,False,False,True,False,False,17600,4400,2000,0.8403667795373978,0.8417646945200982,0.9772727272727273,0.977679024731085,0.9776265978622719,0.1673026978969574,49.65799617767334
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","mlp",False,False,False,True,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9752272727272727,0.9753416156759033,0.9753479381745369,0.17517438530921936,0.8239951133728027
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","knn",True,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9506818181818182,0.9516057302951595,0.9515696827508136,0.34072062373161316,3.959998607635498
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","dt",True,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9365909090909091,0.9369784060872799,0.9364474168716507,0.34072038531303406,0.5000007152557373
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lda",True,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.955,0.95697093121148,0.9567049261390528,0.3407205641269684,0.6969988346099854
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","lr",True,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.956590909090909,0.9573753289463102,0.9572766919683425,0.34072062373161316,0.5020010471343994
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","nb",True,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9440909090909091,0.9474857216352219,0.9463825584340326,0.34072062373161316,0.6440036296844482
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"char","token-count","rf",True,True,False,False,False,False,17600,4400,2000,0.9921358132567719,0.9916688888534352,0.9725,0.9733636568279563,0.9731609071769687,0.3407205641269684,0.7079975605010986
"D:\Work\UPC MDS\S2\MUD\Lab\MDS-MUD-LanguageDetection\data\dataset.csv",2000,"short-word","token-count","svm",False,False,False,True,False,False,17600,4400,2000,0.7166130992371527,0.7139344756848075,0.9738636363636364,0.9743684263353714,0.9743199151945524,0.17517432570457458,44.44800567626953
